competencia,uf,municipio,code_muni,cnes,estabelecimento,tipo_unidade,pessoa_fisica_ou_pessoa_juridi,logradouro,numero,bairro,cep,latitude,longitude,atende_sus,instal_fisica_ambu,instal_fisica_hospt,instal_fisica_urgencia,complex_alta_ambu_est,complex_alta_ambu_mun,complex_baix_ambu_est,complex_baix_ambu_mun,complex_medi_ambu_est,complex_medi_ambu_mun,complex_alta_hosp_est,complex_alta_hosp_mun,complex_baix_hosp_est,complex_baix_hosp_mun,complex_medi_hosp_est,complex_medi_hosp_mun,complex_nao_aplic_est,complex_nao_aplic_mun,health_low,health_med,health_high,lat_digits,lon,lat,ndigitos,latlon,MatchedAddress,SearchedAddress,PrecisionDepth,geocode_engine,year,n
201810,RJ,DUQUE DE CAXIAS,330170,7625987,UPA PARQUE BEIRA MAR,73 - PRONTO ATENDIMENTO,PESSOA_JURÍDICA,ROD WASHINGTON LUIS,3200,VILA SAO LUIS,25070260,NA,NA,SIM,X,NA,X,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,-43.285691,-22.7810975,NA,NA/NA,"Rod. Washington Luíz, 3200 - Parque Duque, Duque de Caxias - RJ, 25055-009, Brazil","ROD WASHINGTON LUIS, 3200 - DUQUE DE CAXIAS, RJ - CEP 25070260",street_number,gmaps_prob1,2018,1
201810,PR,CURITIBA,410690,7628552,AMBULATORIO ENCCANTAR,04 - POLICLINICA,PESSOA_JURÍDICA,ALAMEDA DOUTOR MURICY,498,CENTRO,80430220,-2.54329568075516E+16,-4927181410000000,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-49.2718141,-25.4329568,NA,NA/NA,"Alameda Dr. Muricy, 498 - Centro, Curitiba - PR, 80010-120, Brazil","ALAMEDA DOUTOR MURICY, 498 - CURITIBA, PR - CEP 80430220",street_number,gmaps_prob1,2018,2
201810,SP,SAO PAULO,355030,7641974,CER III PENHA,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,PRACA NOSSA SENHORA DA PENHA,55,PENHA,3632010,-2352650810691360,-4655058410000000,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-46.5503821,-23.5265499,NA,NA/NA,"Praça Nossa Sra. da Penha, 55 - Penha de França, São Paulo - SP, 03632-010, Brazil","PRACA NOSSA SENHORA DA PENHA, 55 - SAO PAULO, SP - CEP 3632010",street_number,gmaps_prob1,2018,2
201810,SP,SAO PAULO,355030,7641982,CER II VILA PRUDENTE,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,PRACA CENTENARIO DE VILA PRUDENTE,108,VILA PRUDENTE,3132050,-2.35821643953045E+16,-4658277153968810,SIM,X,NA,NA,NA,X,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,-46.582716,-23.5822951,13,-46.5827715396881/-46.5827715396881,"Praça Centenário de Vila Prudente, 108 - Vila Prudente, São Paulo - SP, 03132-050, Brazil","PRACA CENTENARIO DE VILA PRUDENTE, 108 - SAO PAULO, SP - CEP 3132050",street_number,gmaps_prob1,2018,3
201810,SP,SAO PAULO,355030,7641990,CER III SAPOPEMBA,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,RUA JOAO LOPES DE LIMA,1151,JD SAPOPEMBA,3976020,-23548,-46636,SIM,X,NA,NA,NA,X,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,-46.4934267,-23.6116204,NA,NA/NA,"R. João Lopes de Lima, 1151 - Jardim Sapopemba, São Paulo - SP, 03976-020, Brazil","RUA JOAO LOPES DE LIMA, 1151 - SAO PAULO, SP - CEP 3976020",street_number,gmaps_prob1,2018,4
201810,PE,RECIFE,261160,7649037,US 114 NUCLEO DE ATENCAO A SAUDE DO TRABALHADOR NAST RECIFE,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,AVENIDA VISCONDE DE SUASSUNA,658,SANTO AMARO,50050540,NA,NA,SIM,X,NA,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,-34.8873959,-8.0514847,NA,NA/NA,"Av. Visc. de Suassuna, 658 - Santo Amaro, Recife - PE, 50050-540, Brazil","AVENIDA VISCONDE DE SUASSUNA, 658 - RECIFE, PE - CEP 50050540",street_number,gmaps_prob1,2018,1
201810,BA,SALVADOR,292740,7660154,CEO CARLOS GOMES,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,RUA CARLOS GOMES,270,CENTRO,40060330,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-38.5152624,-12.9799448,NA,NA/NA,"R. Carlos Gomes, 270 - Dois de Julho, Salvador - BA, 40060-330, Brazil","RUA CARLOS GOMES, 270 - SALVADOR, BA - CEP 40060330",street_number,gmaps_prob1,2018,1
201810,RJ,RIO DE JANEIRO,330455,7698313,AMO RX,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,PRACA DA FE,20,BANGU,21810020,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-43.4652514,-22.8815773,NA,NA/NA,"Praça da Fé, 20 - Bangu, Rio de Janeiro - RJ, 21810-020, Brazil","PRACA DA FE, 20 - RIO DE JANEIRO, RJ - CEP 21810020",street_number,gmaps_prob1,2018,3
201810,RJ,RIO DE JANEIRO,330455,7698585,A M P SERVICOS MEDICOS,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,DA FE,20,BANGU,21810020,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-43.4652514,-22.8815773,NA,NA/NA,"Praça da Fé, 20 - Bangu, Rio de Janeiro - RJ, 21810-020, Brazil","DA FE, 20 - RIO DE JANEIRO, RJ - CEP 21810020",street_number,gmaps_prob1,2018,3
201810,SP,SAO PAULO,355030,7706332,CER III CIDADE ADEMAR,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,RUA CORREGO AZUL,433,BALNEARIO MAR PAULIS,4463010,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-46.6598597,-23.6956933,NA,NA/NA,"R. Córrego Azul, 433 - Balneário Mar Paulista, São Paulo - SP, 04463-010, Brazil","RUA CORREGO AZUL, 433 - SAO PAULO, SP - CEP 4463010",street_number,gmaps_prob1,2018,1
201810,SP,SAO PAULO,355030,7736878,CER II VILA MARIANA,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,AV CECI,2235,PLANALTO PAULISTA,4065004,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-46.6461901,-23.6286326,NA,NA/NA,"Av. Ceci, 2235 - Planalto Paulista, São Paulo - SP, 04065-004, Brazil","AV CECI, 2235 - SAO PAULO, SP - CEP 4065004",street_number,gmaps_prob1,2018,3
201810,SP,SAO PAULO,355030,7739834,CER II GUAIANASES,01 - POSTO DE SAUDE,PESSOA_JURÍDICA,R MACABU,35,JARDIM SAO CARLOS,8411470,-23558149,-46412748,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-46.412084,-23.5582031,NA,NA/NA,"R. Macabu, 35 - Vila Marilena, São Paulo - SP, 08411-470, Brazil","R MACABU, 35 - SAO PAULO, SP - CEP 8411470",street_number,gmaps_prob1,2018,1
201810,PE,RECIFE,261160,7752458,INSTITUTO MANOEL MEDEIROS,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,JOAQUIM NABUCO,516,GRACAS,52011005,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,-34.9009202,-8.0525322,NA,NA/NA,"R. Joaquim Nabuco, 516 - Santana, Recife - PE, 50010-480, Brazil","JOAQUIM NABUCO, 516 - RECIFE, PE - CEP 52011000",street_number,gmaps_prob1,2018,1
201810,SP,SAO PAULO,355030,7766904,CER III CARANDIRU,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,R JOSE PEREIRA JORGE,305,CARANDIRU,2067020,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-46.6109544,-23.5043103,NA,NA/NA,"R. José Pereira Jorge, 305 - Carandiru, São Paulo - SP, 02067-020, Brazil","R JOSE PEREIRA JORGE, 305 - SAO PAULO, SP - CEP 2067020",street_number,gmaps_prob1,2018,1
201810,RJ,RIO DE JANEIRO,330455,7856954,SMS CMS NEWTON ALVES CARDOZO AP 31,02 - CENTRO DE SAUDE/UNIDADE BASICA,PESSOA_JURÍDICA,RUA DR ANTONIO MONTEIRO ANTIGA RUA COMBU,191,CACUIA,21921610,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,-43.188888,-22.809097,NA,NA/NA,"R. Combu, 191 - Jardim Carioca, Rio de Janeiro - RJ, 21921-610, Brazil","RUA DR ANTONIO MONTEIRO ANTIGA RUA COMBU, 191 - RIO DE JANEIRO, RJ - CEP 21921610",street_number,gmaps_prob1,2018,1
201810,RJ,RIO DE JANEIRO,330455,7856962,SMS CMS PAULINO WERNECK AP 31,02 - CENTRO DE SAUDE/UNIDADE BASICA,PESSOA_JURÍDICA,ESTRADA DA CACUIA,745,CACUIA,21921001,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,-43.184382,-22.8111089,NA,NA/NA,"Estr. da Cacuia, 745 - Cacuia, Rio de Janeiro - RJ, 21921-001, Brazil","ESTRADA DA CACUIA, 745 - RIO DE JANEIRO, RJ - CEP 21921001",street_number,gmaps_prob1,2018,1
201810,PA,BELEM,150140,7871902,HOSPITAL ONCOLOGICO INFANTIL OCTAVIO LOBO,07 - HOSPITAL ESPECIALIZADO,PESSOA_JURÍDICA,AVENIDA GOVERNADOR MAGALHAES BARATA,992,SAO BRAZ,66060281,NA,NA,SIM,X,X,X,X,NA,NA,NA,X,NA,X,NA,NA,NA,X,NA,NA,NA,NA,1,1,1,-48.47161999999999,-1.4519573,NA,NA/NA,"Av. Gov. Magalhães Barata, 992 - São Brás, Belém - PA, 66060-281, Brazil","AVENIDA GOVERNADOR MAGALHAES BARATA, 992 - BELEM, PA - CEP 66060281",street_number,gmaps_prob1,2018,1
201810,BA,SALVADOR,292740,7872828,USF NOVA BRASILIA,02 - CENTRO DE SAUDE/UNIDADE BASICA,PESSOA_JURÍDICA,AV ALIOMAR BALEEIRO KM 7 5,S/N,NOVA BRASILIA,41350275,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,-38.4078949,-12.9186667,NA,NA/NA,"Av. Aliomar Baleeiro, Salvador - BA, Brazil","AV ALIOMAR BALEEIRO KM 7 5, S/N - SALVADOR, BA - CEP 41350275",route,gmaps_prob1,2018,1
201810,SP,SAO PAULO,355030,7889844,SAD SAO MATEUS,02 - CENTRO DE SAUDE/UNIDADE BASICA,PESSOA_JURÍDICA,AV MATEO BEI,838,SAO MATEUS,3943000,-2.35905072966382E+16,-4.6489736437797504E+16,SIM,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,-46.489472,-23.5907988,NA,NA/NA,"Av. Mateo Bei, 838 - Cidade São Mateus, São Paulo - SP, 03949-000, Brazil","AV MATEO BEI, 838 - SAO PAULO, SP - CEP 3943000",street_number,gmaps_prob1,2018,1
201810,MG,BELO HORIZONTE,310620,7906951,HMI HEMODINAMICA E MEDICINA INTERVENCIONISTA,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,RUA DR ALIPIO GOULART,25,SERRA,30220330,NA,NA,SIM,X,X,X,NA,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-43.9126058,-19.9385579,NA,NA/NA,"Rua Dr. Alípio Goulart, 25 - Serra, Belo Horizonte - MG, 30220-420, Brazil","RUA DR ALIPIO GOULART, 25 - BELO HORIZONTE, MG - CEP 30220330",street_number,gmaps_prob1,2018,3
201810,PA,BELEM,150140,7911564,CITOMED,39 - UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),PESSOA_JURÍDICA,AV PEDRO MIRANDA,1998,PEDREIRA,66085024,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,-48.4686335,-1.4233147,NA,NA/NA,"Av. Pedro Miranda, 1998 - Pedreira, Belém - PA, 66085-024, Brazil","AV PEDRO MIRANDA, 1998 - BELEM, PA - CEP 66085024",street_number,gmaps_prob1,2018,1
201810,RS,PORTO ALEGRE,431490,7942648,SERVICO DE ESTOMATERAPIA VILA DOS COMERCIARIOS,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,AV MOAB CALDAS,400,SANTA TERESA,90880310,-300687968449918,-5122976303100580,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-51.2161991,-30.0691392,NA,NA/NA,"Av. Moab Caldas, 400 - Santa Tereza, Porto Alegre - RS, 90880-310, Brazil","AV MOAB CALDAS, 400 - PORTO ALEGRE, RS - CEP 90880310",street_number,gmaps_prob1,2018,9
201810,RS,PORTO ALEGRE,431490,7942656,SERVICO DE ESTOMATERAPIA SANTA MARTA,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,RUA CAPITAO MONTANHA,27,CENTRO,90010040,-3.00336561823842E+16,-5123128652572630,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-51.2324692,-30.0285495,NA,NA/NA,"R. Cap. Montanha, 27 - Centro Histórico, Porto Alegre - RS, 90010-040, Brazil","RUA CAPITAO MONTANHA, 27 - PORTO ALEGRE, RS - CEP 90010040",street_number,gmaps_prob1,2018,8
201810,SP,SAO PAULO,355030,7954913,CER II BUTANTA,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,RUA JOAO GUERRA,247,JARDIM PERI,5535100,-23548,-46636,SIM,X,NA,NA,NA,X,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,-46.7323619,-23.5863129,NA,NA/NA,"R. João Guerra, 247 - Jardim Peri Peri, São Paulo - SP, 05535-100, Brazil","RUA JOAO GUERRA, 247 - SAO PAULO, SP - CEP 5535100",street_number,gmaps_prob1,2018,2
201810,RJ,SAO GONCALO,330490,7970072,CENTRO MUNICIPAL DE DIAGNOSTICO POR IMAGEM,39 - UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),PESSOA_JURÍDICA,RUA CORONEL SERRADO,1600,ZE GAROTO,24440000,NA,NA,SIM,X,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-43.0567813,-22.8298212,NA,NA/NA,"R. Cel. Serrado, 1600 - Ze Garoto, São Gonçalo - RJ, 24440-000, Brazil","RUA CORONEL SERRADO, 1600 - SAO GONCALO, RJ - CEP 24440000",street_number,gmaps_prob1,2018,1
201810,RS,PORTO ALEGRE,431490,7975392,SERVICO DE ESTOMATERAPIA IAPI,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,RUA 3 DE ABRIL,90,PASSO DAREIA,90520200,-3001574673793860,-5116899490356440,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-51.1778809,-30.0144344,NA,NA/NA,"R. Três de Abril, 90 - Passo d'Areia, Porto Alegre - RS, 90520-200, Brazil","RUA 3 DE ABRIL, 90 - PORTO ALEGRE, RS - CEP 90520200",street_number,gmaps_prob1,2018,10
201810,SP,SAO PAULO,355030,7975457,CEO II CAMPO LIMPO,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,RUA FRANCISCO SOARES,81,JD INGA,5774300,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-46.749792,-23.6379156,NA,NA/NA,"R. Francisco Soares, 81 - Parque Regina, São Paulo - SP, 05774-300, Brazil","RUA FRANCISCO SOARES, 81 - SAO PAULO, SP - CEP 5774300",street_number,gmaps_prob1,2018,1
201810,SP,SAO PAULO,355030,7975465,CEO II CAPELA DO SOCORRO,39 - UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),PESSOA_JURÍDICA,RUA SAO CAETANO DO SUL,381,GRAJAU,4840230,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-46.6860219,-23.7554213,NA,NA/NA,"R. São Caetano do Sul, 381 - Parque Grajau, São Paulo - SP, 04840-230, Brazil","RUA SAO CAETANO DO SUL, 381 - SAO PAULO, SP - CEP 4840230",street_number,gmaps_prob1,2018,1
201810,SP,SAO PAULO,355030,7975473,CEO I SAO MIGUEL,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,RUA JOAO AUGUSTO DE MORAIS,348,SAO MIGUEL PAULISTA,8010150,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,-46.4406471,-23.4969321,NA,NA/NA,"R. João Augusto Morais, 348 - São Miguel, São Paulo - SP, 08010-150, Brazil","RUA JOAO AUGUSTO DE MORAIS, 348 - SAO PAULO, SP - CEP 8010150",street_number,gmaps_prob1,2018,1
201810,SP,SAO PAULO,355030,7979355,CEO II SAO MATEUS,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,RUA AUGUSTO FERREIRA RAMOS,9,JARDIM NOVE DE JULHO,3947030,-2.3587351117022E+16,-4649214506149290,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-46.4920295,-23.5877109,NA,NA/NA,"R. Augusto Ferreira Ramos, 9 - Jardim Nove de Julho, São Paulo - SP, 03947-030, Brazil","RUA AUGUSTO FERREIRA RAMOS, 9 - SAO PAULO, SP - CEP 3947030",street_number,gmaps_prob1,2018,2
201810,SP,SAO PAULO,355030,7979363,CEO II ERMELINO MATARAZZO,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,RUA JOSE GOES NOGUEIRA,70,VL PARANAGUA,3807380,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,-46.4741894,-23.4949398,NA,NA/NA,"Rua José Goes Nogueira, 70 - Vila Paranagua, São Paulo - SP, 03807-380, Brazil","RUA JOSE GOES NOGUEIRA, 70 - SAO PAULO, SP - CEP 3807380",street_number,gmaps_prob1,2018,1
201810,SP,SAO PAULO,355030,7979371,COE ITAIM PAULISTA,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,PRC MAJOR JOSE LEVY SOBRINHO,139,ITAIM PAULISTA,8110460,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-46.4004406,-23.494356,NA,NA/NA,"Praça Major José Levy Sobrinho, 139 - Jardim Aimore, São Paulo - SP, 08110-460, Brazil","PRC MAJOR JOSE LEVY SOBRINHO, 139 - SAO PAULO, SP - CEP 8110460",street_number,gmaps_prob1,2018,1
201810,SP,SAO PAULO,355030,7979649,HOSPITAL DIA DA REDE HORA CERTA VILA GUILHERME VILA MARIA,62 - HOSPITAL/DIA - ISOLADO,PESSOA_JURÍDICA,R JOAO VENTURA BATISTA,615,VILA GUILHERME,2054100,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,X,NA,NA,1,1,NA,2,-46.6053681,-23.5162683,NA,NA/NA,"R. João Ventura Batista, 615 - Vila Guilherme, São Paulo - SP, 02054-100, Brazil","R JOAO VENTURA BATISTA, 615 - SAO PAULO, SP - CEP 2054100",street_number,gmaps_prob1,2018,1
201810,RJ,SAO GONCALO,330490,7983344,LABORATORIO MIGUES,39 - UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),PESSOA_JURÍDICA,JORGE SOARES,78,CENTRO,24445440,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-43.04374199999999,-22.8232774,NA,NA/NA,"Tv. Jorge Soares, 78 - Centro, São Gonçalo - RJ, 24445-440, Brazil","JORGE SOARES, 78 - SAO GONCALO, RJ - CEP 24445440",street_number,gmaps_prob1,2018,1
201810,SP,SAO PAULO,355030,7988141,CEO II VILA BERTIOGA,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,RUA FAROL PAULISTANO,410,ALTO DA MOOCA,3192060,-235716569,-465758469,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-46.5755075,-23.5709198,NA,NA/NA,"R. Farol Paulistano, 410 - Vila Oratorio, São Paulo - SP, 03192-060, Brazil","RUA FAROL PAULISTANO, 410 - SAO PAULO, SP - CEP 3192060",street_number,gmaps_prob1,2018,2
201810,SP,SAO PAULO,355030,7988176,CEO SANTANA,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,AV BRAZ LEME,2945,SANTANA,2022011,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,-46.6316478,-23.5035882,NA,NA/NA,"Av. Braz Leme, 2945 - Santana, São Paulo - SP, 02022-011, Brazil","AV BRAZ LEME, 2945 - SAO PAULO, SP - CEP 2022011",street_number,gmaps_prob1,2018,1
201810,RJ,RIO DE JANEIRO,330455,7990286,SMS CMS ROCHA MAIA AP 21,02 - CENTRO DE SAUDE/UNIDADE BASICA,PESSOA_JURÍDICA,RUA GENERAL SEVERIANO,91,BOTAFOGO,22290040,NA,NA,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,-43.1769519,-22.9534444,NA,NA/NA,"R. Gen. Severiano, 91 - Botafogo, Rio de Janeiro - RJ, 22290-040, Brazil","RUA GENERAL SEVERIANO, 91 - RIO DE JANEIRO, RJ - CEP 22290040",street_number,gmaps_prob1,2018,2
201810,SP,SAO PAULO,355030,7992890,HOSPITAL DIA REDE HORA CERTA DA CAPELA DO SOCORRO,62 - HOSPITAL/DIA - ISOLADO,PESSOA_JURÍDICA,RUA CASSIO DE CAMPOS NOGUEIRA,2031,JARDIM DAS IMBUIAS,4829310,NA,NA,SIM,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,1,NA,2,-46.7132541,-23.7302841,NA,NA/NA,"R. Cássio de Campos Nogueira, 2031 - Jardim das Imbuias, São Paulo - SP, 04829-310, Brazil","RUA CASSIO DE CAMPOS NOGUEIRA, 2031 - SAO PAULO, SP - CEP 4829310",street_number,gmaps_prob1,2018,1
201810,SP,SAO PAULO,355030,7999100,CEO II PIRITUBA,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,RUA MARCELA ALVES DE CASSIA,175,JARDIM JARAGUA,5158400,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-46.7592173,-23.489162,NA,NA/NA,"Rua Marcela Alves de Cassia, 175 - Jardim Jaragua (Sao Domingos), São Paulo - SP, 05158-400, Brazil","RUA MARCELA ALVES DE CASSIA, 175 - SAO PAULO, SP - CEP 5158400",street_number,gmaps_prob1,2018,1
201810,RS,PORTO ALEGRE,431490,8006881,AMBULATORIO DE ESPECIALIDADES MURIALDO,04 - POLICLINICA,PESSOA_JURÍDICA,AV BENTO GONCALVES,3722,PARTENON,90650001,-30033,-51.23,SIM,X,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,-51.17885190000001,-30.0632821,NA,NA/NA,"Av. Bento Gonçalves, 3722 - Partenon, Porto Alegre - RS, 90650-001, Brazil","AV BENTO GONCALVES, 3722 - PORTO ALEGRE, RS - CEP 90650001",street_number,gmaps_prob1,2018,3
201810,PE,RECIFE,261160,0000884,PCO,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,PRACA OSWALDO CRUZ,341,BOA VISTA,50050911,NA,NA,SIM,X,NA,X,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,-34.891529,-8.0552158,NA,NA/NA,"Praça Osvaldo Cruz, 341 - Soledade, Recife - PE, 50050-210, Brazil","PRACA OSWALDO CRUZ, 341 - RECIFE, PE - CEP 50050210",street_number,gmaps_prob1,2018,1
201810,BA,SALVADOR,292740,9007148,MULTICENTRO DE SAUDE LIBERDADE PROFESSOR BEZERRA LOPES,04 - POLICLINICA,PESSOA_JURÍDICA,RUA LIMA E SILVA,217,LIBERDADE,40325281,NA,NA,SIM,X,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,-38.4357313,-12.9351898,NA,NA/NA,"R. Lima e Silva, 217 - Da Liberdade, Salvador - BA, 40375-017, Brazil","RUA LIMA E SILVA, 217 - SALVADOR, BA - CEP 40325281",street_number,gmaps_prob1,2018,2
201810,AM,MANAUS,130260,9008012,POLICLINICA GERONTOLOGICA DA UNATI UEA,04 - POLICLINICA,PESSOA_JURÍDICA,AV BRASIL,S/N,SANTO ANTONIO,69050030,-31135445,-600426574,SIM,X,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,-60.05326669999999,-3.1071474,NA,NA/NA,"Av. Brasil, Manaus - AM, 69030-665, Brazil","AV BRASIL, S/N - MANAUS, AM - CEP 69050030",route,gmaps_prob1,2018,2
201810,PA,BELEM,150140,9009035,SIDOPE UFPA,36 - CLINICA/CENTRO DE ESPECIALIDADE,PESSOA_JURÍDICA,RUA AUGUSTO CORREA,1,GUAMA,66075110,NA,NA,SIM,X,NA,X,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,-48.4571612,-1.4758181,NA,NA/NA,"R. Augusto Corrêa, 1 - Universitário, Belém - PA, 66075-075, Brazil","RUA AUGUSTO CORREA, 1 - BELEM, PA - CEP 66075110",street_number,gmaps_prob1,2018,4
