co_entidade,code_muni,no_entidade,mat_infantil,mat_fundamental,mat_medio,nu_funcionarios,endereco,SearchedAddress,PrecisionDepth,MatchedAddress,geocode_engine,lon,lat,year,qt_funcionarios,n
35272541,3509502,UEF CEMEP CAMPO GRANDE,0,1,0,NA,"FORNOVO, 440 RUA. VILA CASTELO BRANCO. 13061-274 Campinas - SP.","FORNOVO, 440 RUA. VILA CASTELO BRANCO. 13061-274 Campinas - SP.",inep,"FORNOVO, 440 RUA. VILA CASTELO BRANCO. 13061-274 Campinas - SP.",inep,-47.0551664,-22.9013791,2018,27,6
35275323,3550308,CEU EMEI PAULO FREIRE PROF,1,0,0,NA,"CONDESSA ELISABETH DE ROBIANO, S/N VILA MOREIRA. 03074-000 São Paulo - SP.","CONDESSA ELISABETH DE ROBIANO, S/N VILA MOREIRA. 03074-000 São Paulo - SP.",inep,"CONDESSA ELISABETH DE ROBIANO, S/N VILA MOREIRA. 03074-000 São Paulo - SP.",inep,-46.5611158,-23.5243145,2018,36,2
35279377,3550308,CEU CEI WALTER DE ANDRADE PROF,1,0,0,NA,"CONDESSA ELISABETH DE ROBIANO, S/N VILA MOREIRA. 03074-000 São Paulo - SP.","CONDESSA ELISABETH DE ROBIANO, S/N VILA MOREIRA. 03074-000 São Paulo - SP.",inep,"CONDESSA ELISABETH DE ROBIANO, S/N VILA MOREIRA. 03074-000 São Paulo - SP.",inep,-46.5611158,-23.5243145,2018,50,2
35283685,3509502,OZIEL ALVES PEREIRA EMEF,0,1,0,NA,"FAUZE SELHE, SN RUA. JARDIM MONTE CRISTO/PARQUE OZIEL. 13049-066 Campinas - SP.","FAUZE SELHE, SN RUA. JARDIM MONTE CRISTO/PARQUE OZIEL. 13049-066 Campinas - SP.",inep,"FAUZE SELHE, SN RUA. JARDIM MONTE CRISTO/PARQUE OZIEL. 13049-066 Campinas - SP.",inep,-47.0845637,-22.9400216,2018,83,1
35284531,3509502,UEF PE JOSE NARCISO VIEIRA EHRENBERG,0,1,0,NA,"ROBERTO BUENO TEIXEIRA, SN RUA. JARDIM SAO MARCOS. 13082-255 Campinas - SP.","ROBERTO BUENO TEIXEIRA, SN RUA. JARDIM SAO MARCOS. 13082-255 Campinas - SP.",inep,"ROBERTO BUENO TEIXEIRA, SN RUA. JARDIM SAO MARCOS. 13082-255 Campinas - SP.",inep,-47.0551641,-22.901412,2018,15,6
35285201,3509502,UEF CASA ESCOLA ROSA DOS VENTOS,0,1,0,NA,"BEATO MARCELINO CHAMPAGNAT, 16 CD CASA ESCOLA ROSA. VILA JOAQUIM INACIO. 13045-650 Campinas - SP.","BEATO MARCELINO CHAMPAGNAT, 16 CD CASA ESCOLA ROSA. VILA JOAQUIM INACIO. 13045-650 Campinas - SP.",inep,"BEATO MARCELINO CHAMPAGNAT, 16 CD CASA ESCOLA ROSA. VILA JOAQUIM INACIO. 13045-650 Campinas - SP.",inep,-47.0551604,-22.9013959,2018,23,6
35285274,3509502,UEF EMEF ANALIA FERRAZ DA COSTA COUTO,0,1,0,NA,"ITAGIBA, SN RUA. JARDIM AMAZONAS. 13044-420 Campinas - SP.","ITAGIBA, SN RUA. JARDIM AMAZONAS. 13044-420 Campinas - SP.",inep,"ITAGIBA, SN RUA. JARDIM AMAZONAS. 13044-420 Campinas - SP.",inep,-47.0551678,-22.9013864,2018,22,6
35287945,3509502,UEF JOAO ALVES DOS SANTOS DR,0,1,0,NA,"MANOEL THOMAZ, 635 CD EMEF JOAO ALVES D. VILA LUNARDI. 13067-230 Campinas - SP.","MANOEL THOMAZ, 635 CD EMEF JOAO ALVES D. VILA LUNARDI. 13067-230 Campinas - SP.",inep,"MANOEL THOMAZ, 635 CD EMEF JOAO ALVES D. VILA LUNARDI. 13067-230 Campinas - SP.",inep,-47.0551649,-22.9013892,2018,18,6
35298189,3550308,CEU EMEI IRENE MANKE MARQUES PROFA,1,0,0,NA,"DOS METALURGICOS, 1262 CIDADE TIRADENTES. 08471-000 São Paulo - SP.","DOS METALURGICOS, 1262 CIDADE TIRADENTES. 08471-000 São Paulo - SP.",inep,"DOS METALURGICOS, 1262 CIDADE TIRADENTES. 08471-000 São Paulo - SP.",inep,-46.4068,-23.5946,2018,27,1
35298220,3550308,CEU CEI AZUL DA COR DO MAR,1,0,0,NA,"ERNESTO SOUZA CRUZ, 2171 CIDADE ANTONIO ESTEVAO DE CARVALHO. 08225-380 São Paulo - SP.","ERNESTO SOUZA CRUZ, 2171 CIDADE ANTONIO ESTEVAO DE CARVALHO. 08225-380 São Paulo - SP.",inep,"ERNESTO SOUZA CRUZ, 2171 CIDADE ANTONIO ESTEVAO DE CARVALHO. 08225-380 São Paulo - SP.",inep,-46.457,-23.5218,2018,65,1
35298232,3550308,CEU EMEF FEITICO DA VILA,0,1,0,NA,"FEITICO DA VILA, 399 CHACARA SANTA MARIA. 05879-000 São Paulo - SP.","FEITICO DA VILA, 399 CHACARA SANTA MARIA. 05879-000 São Paulo - SP.",inep,"FEITICO DA VILA, 399 CHACARA SANTA MARIA. 05879-000 São Paulo - SP.",inep,-46.7931,-23.6859,2018,103,2
35298244,3550308,CEU EMEI FEITICO DA VILA,1,0,0,NA,"FEITICO DA VILA, 399 CHACARA SANTA MARIA. 05879-000 São Paulo - SP.","FEITICO DA VILA, 399 CHACARA SANTA MARIA. 05879-000 São Paulo - SP.",inep,"FEITICO DA VILA, 399 CHACARA SANTA MARIA. 05879-000 São Paulo - SP.",inep,-46.7931,-23.6859,2018,54,2
35298268,3550308,CEU EMEF JACANA,0,1,0,NA,"FRANCISCA ESPOSITO TONETTI, S/N GUAPIRA. 02276-010 São Paulo - SP.","FRANCISCA ESPOSITO TONETTI, S/N GUAPIRA. 02276-010 São Paulo - SP.",inep,"FRANCISCA ESPOSITO TONETTI, S/N GUAPIRA. 02276-010 São Paulo - SP.",inep,-46.5838492,-23.4575564,2018,86,1
35298281,3550308,CEU CEI JACANA,1,0,0,NA,"FRANCISCA ESPOSITO TONETTI, S/N GUAPIRA. 02276-010 São Paulo - SP.","FRANCISCA ESPOSITO TONETTI, S/N GUAPIRA. 02276-010 São Paulo - SP.",inep,"FRANCISCA ESPOSITO TONETTI, S/N GUAPIRA. 02276-010 São Paulo - SP.",inep,-46.5838492,-23.4575564,2018,82,1
35346445,3550308,EMEF JARDIM DA CONQUISTA,0,1,0,NA,"RECANTO DOS HUMILDES, S/N CONJUNTO HABITACIONAL RECANTO DOS HUMILD. 05209-000 São Paulo - SP.","RECANTO DOS HUMILDES, S/N CONJUNTO HABITACIONAL RECANTO DOS HUMILD. 05209-000 São Paulo - SP.",inep,"RECANTO DOS HUMILDES, S/N CONJUNTO HABITACIONAL RECANTO DOS HUMILD. 05209-000 São Paulo - SP.",inep,-46.7504,-23.4134,2018,51,1
35356566,3550308,CEU CEI VILA DO SOL,1,0,0,NA,"DOS FUNCIONARIOS PUBLICOS, 369 VILA DO SOL. 04962-000 São Paulo - SP.","DOS FUNCIONARIOS PUBLICOS, 369 VILA DO SOL. 04962-000 São Paulo - SP.",inep,"DOS FUNCIONARIOS PUBLICOS, 369 VILA DO SOL. 04962-000 São Paulo - SP.",inep,-46.7803,-23.7353,2018,60,2
35356612,3550308,CEU EMEF VILA DO SOL,0,1,0,NA,"DOS FUNCIONARIOS PUBLICOS, 369 BLOCO GAMA 2. VILA DO SOL. 04962-000 São Paulo - SP.","DOS FUNCIONARIOS PUBLICOS, 369 BLOCO GAMA 2. VILA DO SOL. 04962-000 São Paulo - SP.",inep,"DOS FUNCIONARIOS PUBLICOS, 369 BLOCO GAMA 2. VILA DO SOL. 04962-000 São Paulo - SP.",inep,-46.7803,-23.7353,2018,127,2
35356621,3550308,CEU CEI CANTOS DO AMANHECER,1,0,0,NA,"CANTOS DO AMANHECER, S/N JARDIM ELEDY. 05856-020 São Paulo - SP.","CANTOS DO AMANHECER, S/N JARDIM ELEDY. 05856-020 São Paulo - SP.",route,"Av. Cantos do Amanhecer - Capao Redondo, São Paulo - SP, 05856-020, Brazil",gmaps_prob1,-46.7859632,-23.6496455,2018,52,3
35356712,3550308,CEU EMEI CANTOS DO AMANHECER,1,0,0,NA,"CANTOS DO AMANHECER, S/N JARDIM ELEDY. 05856-020 São Paulo - SP.","CANTOS DO AMANHECER, S/N JARDIM ELEDY. 05856-020 São Paulo - SP.",route,"Av. Cantos do Amanhecer - Capao Redondo, São Paulo - SP, 05856-020, Brazil",gmaps_prob1,-46.7859632,-23.6496455,2018,50,3
35356736,3550308,CEU EMEF CANTOS DO AMANHECER,0,1,0,NA,"CANTOS DO AMANHECER, S/N JARDIM ELEDY. 05856-020 São Paulo - SP.","CANTOS DO AMANHECER, S/N JARDIM ELEDY. 05856-020 São Paulo - SP.",route,"Av. Cantos do Amanhecer - Capao Redondo, São Paulo - SP, 05856-020, Brazil",gmaps_prob1,-46.7859632,-23.6496455,2018,107,3
35356803,3550308,CEU EMEI JARDIM PAULISTANO,1,0,0,NA,"APARECIDA DO TABOADO, S/N JARDIM PAULISTANO ZONA NORTE. 02814-000 São Paulo - SP.","APARECIDA DO TABOADO, S/N JARDIM PAULISTANO ZONA NORTE. 02814-000 São Paulo - SP.",inep,"APARECIDA DO TABOADO, S/N JARDIM PAULISTANO ZONA NORTE. 02814-000 São Paulo - SP.",inep,-46.7080975,-23.4591332,2018,38,1
35356815,3550308,CEU EMEF JARDIM PAULISTANO,0,1,0,NA,"APARECIDA DO TABOADO, S/N JARDIM PAULISTANO ZONA NORTE. 02814-000 São Paulo - SP.","APARECIDA DO TABOADO, S/N JARDIM PAULISTANO ZONA NORTE. 02814-000 São Paulo - SP.",inep,"APARECIDA DO TABOADO, S/N JARDIM PAULISTANO ZONA NORTE. 02814-000 São Paulo - SP.",inep,-46.7080975,-23.4591332,2018,84,1
35357005,3550308,CEU CEI QUINTA DO SOL,1,0,0,NA,"LUIZ IMPARATO, 564 PARQUE CISPER. 03819-160 São Paulo - SP.","LUIZ IMPARATO, 564 PARQUE CISPER. 03819-160 São Paulo - SP.",inep,"LUIZ IMPARATO, 564 PARQUE CISPER. 03819-160 São Paulo - SP.",inep,-46.496,-23.4985,2018,63,3
35357017,3550308,CEU EMEI BRAZ JAIME ROMANO,1,0,0,NA,"LUIZ IMPARATO, 564 PARQUE CISPER. 03819-160 São Paulo - SP.","LUIZ IMPARATO, 564 PARQUE CISPER. 03819-160 São Paulo - SP.",inep,"LUIZ IMPARATO, 564 PARQUE CISPER. 03819-160 São Paulo - SP.",inep,-46.496,-23.4985,2018,37,3
35357030,3550308,CEU EMEF ROSANGELA RODRIGUES VIEIRA PROFA,0,1,0,NA,"LUIZ IMPARATO, 564 PARQUE CISPER. 03819-160 São Paulo - SP.","LUIZ IMPARATO, 564 PARQUE CISPER. 03819-160 São Paulo - SP.",inep,"LUIZ IMPARATO, 564 PARQUE CISPER. 03819-160 São Paulo - SP.",inep,-46.4961177,-23.4985012,2018,123,3
35357108,3550308,CEU CEI TRES PONTES,1,0,0,NA,"CAPACHOS, 400 JARDIM CELIA. 08191-330 São Paulo - SP.","CAPACHOS, 400 JARDIM CELIA. 08191-330 São Paulo - SP.",inep,"CAPACHOS, 400 JARDIM CELIA. 08191-330 São Paulo - SP.",inep,-46.3809075,-23.4786139,2018,57,1
35357112,3550308,CEU EMEI TRES PONTES,1,0,0,NA,"CAPACHOS, 400 JARDIM CELIA. 08191-330 São Paulo - SP.","CAPACHOS, 400 JARDIM CELIA. 08191-330 São Paulo - SP.",inep,"CAPACHOS, 400 JARDIM CELIA. 08191-330 São Paulo - SP.",inep,-46.3809944,-23.4785804,2018,57,1
35381044,3550308,CEU CEI CAMINHO DO MAR,1,0,0,NA,"ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241 VILA DO ENCONTRO. 04325-001 São Paulo - SP.","ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241 VILA DO ENCONTRO. 04325-001 São Paulo - SP.",street_number,"Av. Eng. Armando de Arruda Pereira, 5241 - Vila do Encontro, São Paulo - SP, 04413, Brazil",gmaps_prob1,-46.6354068,-23.6679742,2018,80,3
35381081,3550308,CEU EMEI CAMINHO DO MAR,1,0,0,NA,"ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241 VILA DO ENCONTRO. 04325-001 São Paulo - SP.","ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241 VILA DO ENCONTRO. 04325-001 São Paulo - SP.",street_number,"Av. Eng. Armando de Arruda Pereira, 5241 - Vila do Encontro, São Paulo - SP, 04413, Brazil",gmaps_prob1,-46.6354068,-23.6679742,2018,45,3
35381111,3550308,CEU EMEF JOSE REZENDE PROF,0,1,0,NA,"ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241 VILA DO ENCONTRO. 04325-001 São Paulo - SP.","ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241 VILA DO ENCONTRO. 04325-001 São Paulo - SP.",street_number,"Av. Eng. Armando de Arruda Pereira, 5241 - Vila do Encontro, São Paulo - SP, 04413, Brazil",gmaps_prob1,-46.6354068,-23.6679742,2018,107,3
35386315,3518800,EPG - EPG GLORINHA PIMENTEL,0,1,0,NA,"RUA PEDRA LAVADA, 829 CUMBICA. 07182-310 Guarulhos - SP.","RUA PEDRA LAVADA, 829 CUMBICA. 07182-310 Guarulhos - SP.",inep,"RUA PEDRA LAVADA, 829 CUMBICA. 07182-310 Guarulhos - SP.",inep,-46.46229,-23.44323,2018,65,1
35393277,3550308,CEU EMEF ANTONIO CARLOS ROCHA PROF,0,1,0,NA,"CONDESSA ELISABETH DE ROBIANO, S/N VILA MOREIRA. 03074-000 São Paulo - SP.","CONDESSA ELISABETH DE ROBIANO, S/N VILA MOREIRA. 03074-000 São Paulo - SP.",inep,"CONDESSA ELISABETH DE ROBIANO, S/N VILA MOREIRA. 03074-000 São Paulo - SP.",inep,-46.5611158,-23.5243145,2018,81,2
35396539,3550308,CEU CEI PARQUE BRISTOL,1,0,0,NA,"PROFESSOR ARTUR PRIMAVESI, S/N PARQUE BRISTOL. 04177-070 São Paulo - SP.","PROFESSOR ARTUR PRIMAVESI, S/N PARQUE BRISTOL. 04177-070 São Paulo - SP.",inep,"PROFESSOR ARTUR PRIMAVESI, S/N PARQUE BRISTOL. 04177-070 São Paulo - SP.",inep,-46.608619,-23.6432952,2018,80,2
35396588,3550308,CEU EMEI LUCIANA AZEVEDO POMPERMAYER PROFA,1,0,0,NA,"PROFESSOR ARTUR PRIMAVESI, S/N PARQUE BRISTOL. 04177-070 São Paulo - SP.","PROFESSOR ARTUR PRIMAVESI, S/N PARQUE BRISTOL. 04177-070 São Paulo - SP.",inep,"PROFESSOR ARTUR PRIMAVESI, S/N PARQUE BRISTOL. 04177-070 São Paulo - SP.",inep,-46.608619,-23.6432952,2018,43,2
35396692,3550308,CEU EMEF MARA CRISTINA TARTAGLIA SENA PROFA,0,1,0,NA,"PROFESSOR ARTUR PRIMAVESI, S/N PARQUE BRISTOL. 04177-070 São Paulo - SP.","PROFESSOR ARTUR PRIMAVESI, S/N PARQUE BRISTOL. 04177-070 São Paulo - SP.",inep,"PROFESSOR ARTUR PRIMAVESI, S/N PARQUE BRISTOL. 04177-070 São Paulo - SP.",inep,-46.608619,-23.6432952,2018,73,2
35397088,3550308,CEU CEI PARQUE ANHANGUERA,1,0,0,NA,"PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.","PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.",inep,"PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.",inep,-46.7871379,-23.4397843,2018,68,2
35397131,3550308,CEU EMEI PARQUE ANHANGUERA,1,0,0,NA,"PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.","PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.",inep,"PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.",inep,-46.7872,-23.4399,2018,55,3
35397271,3550308,CEU EMEF PARQUE ANHANGUERA,0,1,0,NA,"PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.","PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.",inep,"PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.",inep,-46.7871379,-23.4397843,2018,92,2
35397453,3550308,CEU CEI JAGUARE,1,0,0,NA,"KENKITI SHIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.","KENKITI SHIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.",street_number,"Rua Kenkiti Shimomoto, 80 - Jardim Boa Vista (Zona Oeste), Osasco - SP, 05583-000, Brazil",gmaps_prob1,-46.7818644,-23.5740094,2018,68,1
35397465,3550308,CEU EMEI JAGUARE,1,0,0,NA,"KENKITI SHIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.","KENKITI SHIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.",street_number,"Rua Kenkiti Shimomoto, 80 - Jardim Boa Vista (Zona Oeste), Osasco - SP, 05583-000, Brazil",gmaps_prob1,-46.7818644,-23.5740094,2018,49,1
35397477,3550308,CEU EMEF JAGUARE,0,1,0,NA,"KENKITI SHIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.","KENKITI SHIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.",inep,"KENKITI SHIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.",inep,-46.7424,-23.5504,2018,71,1
35397775,3550308,CEU CEI ALTO ALEGRE,1,0,0,NA,"BENTO GUELFI, 1802 JARDIM DA LARANJEIRA ZONA LESTE. 08381-001 São Paulo - SP.","BENTO GUELFI, 1802 JARDIM DA LARANJEIRA ZONA LESTE. 08381-001 São Paulo - SP.",inep,"BENTO GUELFI, 1802 JARDIM DA LARANJEIRA ZONA LESTE. 08381-001 São Paulo - SP.",inep,-46.4271764,-23.6096682,2018,67,1
35398238,3550308,CEU EMEI ALTO ALEGRE,1,0,0,NA,"BENTO GUELFI, S/N JARDIM DA LARANJEIRA ZONA LESTE. 08381-001 São Paulo - SP.","BENTO GUELFI, S/N JARDIM DA LARANJEIRA ZONA LESTE. 08381-001 São Paulo - SP.",inep,"BENTO GUELFI, S/N JARDIM DA LARANJEIRA ZONA LESTE. 08381-001 São Paulo - SP.",inep,-46.4273032,-23.6096448,2018,35,1
35399474,3550308,CEU CEI UIRAPURU,1,0,0,NA,"NAZIR MIGUEL, 849 JARDIM PAULO VI. 05570-030 São Paulo - SP.","NAZIR MIGUEL, 849 JARDIM PAULO VI. 05570-030 São Paulo - SP.",street_number,"R. Nazir Miguel, 849 - Jardim Paulo VI, São Paulo - SP, 05570-030, Brazil",gmaps_prob1,-46.789162,-23.600767,2018,51,3
35399516,3550308,CEU EMEI UIRAPURU,1,0,0,NA,"NAZIR MIGUEL, 849 JARDIM PAULO VI. 05570-030 São Paulo - SP.","NAZIR MIGUEL, 849 JARDIM PAULO VI. 05570-030 São Paulo - SP.",street_number,"R. Nazir Miguel, 849 - Jardim Paulo VI, São Paulo - SP, 05570-030, Brazil",gmaps_prob1,-46.789162,-23.600767,2018,44,3
35411875,3550308,CEL JTO A EE DONA ZALINA ROLIM,0,0,0,NA,"LUIS CARLOS DOUTOR, 740 RUA. VILA ARICANDUVA. 03505-000 São Paulo - SP.","LUIS CARLOS DOUTOR, 740 RUA. VILA ARICANDUVA. 03505-000 São Paulo - SP.",inep,"LUIS CARLOS DOUTOR, 740 RUA. VILA ARICANDUVA. 03505-000 São Paulo - SP.",inep,-46.5441926,-23.5351116,2018,3,1
35413012,3550308,CEU EMEF PARAISOPOLIS,0,1,0,NA,"DOUTOR JOSE AUGUSTO DE SOUZA E SILVA, S/N JARDIM PARQUE MORUMBI. 05712-040 São Paulo - SP.","DOUTOR JOSE AUGUSTO DE SOUZA E SILVA, S/N JARDIM PARQUE MORUMBI. 05712-040 São Paulo - SP.",inep,"DOUTOR JOSE AUGUSTO DE SOUZA E SILVA, S/N JARDIM PARQUE MORUMBI. 05712-040 São Paulo - SP.",inep,-46.7298979,-23.6203622,2018,68,1
35424195,3550308,EMEI RECANTO DOS HUMILDES I,1,0,0,NA,"RECANTO DOS HUMILDES, S/N CONJUNTO HABITACIONAL RECANTO DOS HUMILD. 05209-000 São Paulo - SP.","RECANTO DOS HUMILDES, S/N CONJUNTO HABITACIONAL RECANTO DOS HUMILD. 05209-000 São Paulo - SP.",inep,"RECANTO DOS HUMILDES, S/N CONJUNTO HABITACIONAL RECANTO DOS HUMILD. 05209-000 São Paulo - SP.",inep,-46.74973,-23.41127,2018,39,1
35431850,3550308,CEL JTO A EE PEREIRA BARRETO,0,0,0,NA,"RUA NOSSA SENHORA DA LAPA, 615 RUA. LAPA. 05072-000 São Paulo - SP.","RUA NOSSA SENHORA DA LAPA, 615 RUA. LAPA. 05072-000 São Paulo - SP.",inep,"RUA NOSSA SENHORA DA LAPA, 615 RUA. LAPA. 05072-000 São Paulo - SP.",inep,-46.70554101,-23.5246035,2018,48,1
35451083,3518800,EPG - EPG JORGE AMADO,0,1,0,NA,"AVENIDA JOAO BASSI, PRESIDENTE DUTRA. 07172-440 Guarulhos - SP.","AVENIDA JOAO BASSI, PRESIDENTE DUTRA. 07172-440 Guarulhos - SP.",inep,"AVENIDA JOAO BASSI, PRESIDENTE DUTRA. 07172-440 Guarulhos - SP.",inep,-46.42486,-23.42418,2018,54,1
35451782,3518800,EPG - EPG ZELIA GATTAI,1,1,0,NA,"AVENIDA JOAO BASSI, PRESIDENTE DUTRA. 07172-440 Guarulhos - SP.","AVENIDA JOAO BASSI, PRESIDENTE DUTRA. 07172-440 Guarulhos - SP.",inep,"AVENIDA JOAO BASSI, PRESIDENTE DUTRA. 07172-440 Guarulhos - SP.",inep,-46.42486,-23.42418,2018,77,1
35455386,3550308,CEU AT COMPL PERA MARMELO,0,0,0,NA,"PERAMARMELO, 226 JARDIM SANTA LUCRECIA. 05185-420 São Paulo - SP.","PERAMARMELO, 226 JARDIM SANTA LUCRECIA. 05185-420 São Paulo - SP.",inep,"PERAMARMELO, 226 JARDIM SANTA LUCRECIA. 05185-420 São Paulo - SP.",inep,-46.7503,-23.4364,2018,29,2
35455416,3550308,CEU AT COMPL PARQUE ANHANGUERA,0,0,0,NA,"PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.","PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.",inep,"PEDRO JOSE DE LIMA, 1020 JARDIM ANHANGUERA. 05267-174 São Paulo - SP.",inep,-46.7873,-23.4399,2018,114,1
35455441,3550308,CEU AT COMPL CAMINHO DO MAR - DULCE SALLES CUNHA BRAGA PROFA,0,0,0,NA,"ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241 VILA DO ENCONTRO. 04325-001 São Paulo - SP.","ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241 VILA DO ENCONTRO. 04325-001 São Paulo - SP.",street_number,"Av. Eng. Armando de Arruda Pereira, 5241 - Vila do Encontro, São Paulo - SP, 04413, Brazil",gmaps_prob1,-46.6354068,-23.6679742,2018,45,3
35455465,3550308,CEU AT COMPL PERUS,0,0,0,NA,"BERNARDO JOSE DE LORENA, S/N VILA FANTON. 05203-200 São Paulo - SP.","BERNARDO JOSE DE LORENA, S/N VILA FANTON. 05203-200 São Paulo - SP.",route,"R. Bernardo José de Lorena - Perus, São Paulo - SP, 05203-200, Brazil",gmaps_prob1,-46.7513843,-23.4057127,2018,92,3
35455490,3550308,CEU AT COMPL PARQUE SAO CARLOS,0,0,0,NA,"CLAREAR, 643 JARDIM SAO CARLOS ZONA LESTE. 08062-590 São Paulo - SP.","CLAREAR, 643 JARDIM SAO CARLOS ZONA LESTE. 08062-590 São Paulo - SP.",inep,"CLAREAR, 643 JARDIM SAO CARLOS ZONA LESTE. 08062-590 São Paulo - SP.",inep,-46.4738336,-23.509771,2018,132,1
35455520,3550308,CEU AT COMPL JAGUARE - HENRIQUE GAMBA PROF,0,0,0,NA,"KENKITI SIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.","KENKITI SIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.",inep,"KENKITI SIMOMOTO, 80 JAGUARE. 05347-010 São Paulo - SP.",inep,-46.7424,-23.5504,2018,70,1
35455544,3550308,CEU AT COMPL CANTOS DO AMANHECER,0,0,0,NA,"CANTOS DO AMANHECER, S/N JARDIM ELEDY. 05856-020 São Paulo - SP.","CANTOS DO AMANHECER, S/N JARDIM ELEDY. 05856-020 São Paulo - SP.",route,"Av. Cantos do Amanhecer - Capao Redondo, São Paulo - SP, 05856-020, Brazil",gmaps_prob1,-46.7859632,-23.6496455,2018,30,3
35455556,3550308,CEU AT COMPL AGUA AZUL - PAULO RENATO COSTA SOUZA PROF,0,0,0,NA,"DOS METALURGICOS, 1262 CIDADE TIRADENTES. 08471-000 São Paulo - SP.","DOS METALURGICOS, 1262 CIDADE TIRADENTES. 08471-000 São Paulo - SP.",inep,"DOS METALURGICOS, 1262 CIDADE TIRADENTES. 08471-000 São Paulo - SP.",inep,-46.4068,-23.5946,2018,31,1
35455573,3550308,CEU AT COMPL CASA BLANCA - SOLON BORGES DOS REIS PROF,0,0,0,NA,"JOAO DAMASCENO, 85 VILA DAS BELEZAS. 05841-160 São Paulo - SP.","JOAO DAMASCENO, 85 VILA DAS BELEZAS. 05841-160 São Paulo - SP.",inep,"JOAO DAMASCENO, 85 VILA DAS BELEZAS. 05841-160 São Paulo - SP.",inep,-46.7443136126238,-23.6467083078098,2018,143,2
35455623,3550308,CEU AT COMPL UIRAPURU,0,0,0,NA,"NAZIR MIGUEL, 849 JARDIM PAULO VI. 05570-030 São Paulo - SP.","NAZIR MIGUEL, 849 JARDIM PAULO VI. 05570-030 São Paulo - SP.",street_number,"R. Nazir Miguel, 849 - Jardim Paulo VI, São Paulo - SP, 05570-030, Brazil",gmaps_prob1,-46.789162,-23.600767,2018,29,3
35455635,3550308,CEU AT COMPL ALVARENGA,0,0,0,NA,"DO ALVARENGA, 3752 BALNEARIO SAO FRANCISCO. 04474-340 São Paulo - SP.","DO ALVARENGA, 3752 BALNEARIO SAO FRANCISCO. 04474-340 São Paulo - SP.",inep,"DO ALVARENGA, 3752 BALNEARIO SAO FRANCISCO. 04474-340 São Paulo - SP.",inep,-46.6445,-23.705,2018,30,2
35455659,3550308,CEU AT COMPL VILA ATLANTICA - JOAO SOARES FILHO PROF,0,0,0,NA,"CORONEL JOSE VENANCIO DIAS, 840 JARAGUA. 05160-030 São Paulo - SP.","CORONEL JOSE VENANCIO DIAS, 840 JARAGUA. 05160-030 São Paulo - SP.",street_number,"R. Cel. José Venâncio Dias, 840 - Jaraguá, São Paulo - SP, 05160-030, Brazil",gmaps_prob1,-46.7626941,-23.4813299,2018,88,3
35455714,3550308,CEU AT COMPL BUTANTA - ELIZABETH GASPAR TUNALA PROFA,0,0,0,NA,"ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA, 1870 JARDIM ESMERALDA. 05588-001 São Paulo - SP.","ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA, 1870 JARDIM ESMERALDA. 05588-001 São Paulo - SP.",street_number,"Av. Eng. Heitor Antônio Eiras García, 1870 - Jardim Esmeralda, São Paulo - SP, 05371, Brazil",gmaps_prob1,-46.749982,-23.5826574,2018,100,3
